dataset,image_name,path,width,height,original_label,binary,superclass,subclass,acquisition_type,anatom_site,split,channels,is_rgb,is_corrupt,age,sex,fitzpatrick,diagnosis_method,clinical_diagnosis,dermoscopic_diagnosis,histological_diagnosis,asymmetry,color_white,color_red,color_light_brown,color_dark_brown,color_blue_gray,color_black,phash,license,blur,md5,dup_group_id
Synth,sdl_000179.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000179.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,16288259230256396774,,1274.1553165903315,32c0f9042a1da19232703b77f3d2f6c8,
Synth,sdl_000180.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000180.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,18173859900378143127,,1217.8626797050238,5a926ece324166e6ef3b4fe46ae5bb49,
Synth,sdl_000181.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000181.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,12696434346707156031,,589.652637234889,157ef3124142e4373c5c750424b45ea4,
Synth,sdl_000182.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000182.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,13581099002959051317,,278.4640970081091,72ab37afd0584ca074a119756625986c,
Synth,sdl_000183.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000183.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,10743701631223321964,,790.9453978827223,11d91007d166ce74598ff048e53c77db,
Synth,sdl_000185.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000185.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,13818943710663622244,,291.6022982141003,1a98fd553d4767e8dbb59a8391d3a64b,
Synth,sdl_000186.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000186.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,12336821499977306407,,764.7466194396839,b1acb1b3d39ae7d0c3f24be2af453581,
Synth,sdl_000187.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000187.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,16228042627072945515,,346.53520226385444,b8ea93d0c7363190026317d15271097d,
Synth,sdl_000188.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000188.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,16248018525698664297,,304.9076575636864,4e575addd71e25b119e6f798ff013ee5,
Synth,sdl_000189.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000189.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,17108266466095018394,,319.8916921019554,7bec8735f11776aaba3cd5b9b7af32ca,
Synth,sdl_000190.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000190.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,13443737857861242791,,499.8984246216714,10020a0bf553b57173c51317eeaf7b05,
Synth,sdl_000191.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000191.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,12482523468405033861,,431.48474012315273,a0dc5bf09276b723a99b80aef7ebb584,
Synth,sdl_000192.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000192.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,13359015817785651847,,616.5838318979368,9141f3de8db1b937f852714388447679,
Synth,sdl_000193.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000193.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,18170553024819445049,,458.06392377614975,f8c73c35c0c611ea4ddff06fd9d04584,
Synth,sdl_000194.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000194.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,16739466079035077507,,488.054151958786,0cf06fb210eeafd73362d47d57624d6b,
Synth,sdl_000195.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000195.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,15162544020679389466,,1143.338974416256,d5ecc8436e075d793a956f9447883843,
Synth,sdl_000196.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000196.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,13562804037505922755,,336.2119122594595,93bb5d65e82c33dc920790aa315ffbc7,
Synth,sdl_000197.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000197.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,18028621026669649460,,237.6095969071612,f024426f16f4ea01d8ad951d03efaf30,
Synth,sdl_000198.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000198.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,9383184527603890525,,3502.6878612181167,677e06946fbab7101b16169899a378e1,
Synth,sdl_000199.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000199.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,15080516374557304879,,619.3873515790328,10a666d24a67fba7835e24209a1f282b,
Synth,sdl_000200.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000200.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,16362030785021437643,,444.9247609665617,8f55d3b89f1416cfdb3a1e0b7dadede7,
Synth,sdl_000201.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000201.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,16148086807266813843,,659.0070086084306,c3044158c5cf362db22de8bae5e8391a,
Synth,sdl_000202.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000202.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,16243240889447114219,,377.4030558755621,dc75cb4a05cb0d0f1acc59c5105c717b,
Synth,sdl_000203.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000203.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,12771790044250037866,,477.322406347841,54ea82ade5a3b717755f24d0b7156e1a,
Synth,sdl_000204.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000204.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,13192381293001416080,,374.5635128831491,bb4014e22dd4839c25f4e0c31d8e41fa,
Synth,sdl_000205.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000205.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,13776722759827019672,,312.2879903167486,7c63e05597760ccd76de7ad7189098f0,
Synth,sdl_000206.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000206.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,13264936439690505879,,255.8793179979548,043f31d62750d7d918455ba4d015e9e3,
Synth,sdl_000207.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000207.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,12999571674143612013,,509.8955551600084,9ca4e3e5b1ab022279f15ad915cbe15e,
Synth,sdl_000208.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000208.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,10757816094545958328,,5037.175074573606,dddab3e09cdb879b3b815f8b84468f02,
Synth,sdl_000209.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000209.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,12673341779832945136,,299.94231427367777,7afd136404e02887669be933d708a8a6,
Synth,sdl_000210.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000210.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,13684422238231815845,,613.4171743392944,48b250becaa67db32422a024ffa07726,
Synth,sdl_000211.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000211.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,12190629359384500078,,378.6117581985891,8e7c1df1851ee844e1c5486c6ebc52c4,
Synth,sdl_000212.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000212.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,12496877709623237962,,431.4582539340481,188b6c64e488a079cc7a0940dc87ae8f,
Synth,sdl_000213.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000213.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,12698127741348483129,,425.19134873058647,adddef88ba8d7088b9a1057ff62dda29,
Synth,sdl_000214.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000214.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,12999923493288760317,,1286.7242072671652,4e95ddd44c3b836fab4cb628ac116c4f,
Synth,sdl_000215.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000215.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,12098779790541137387,,468.8269380927086,ffaf5a3fc44061c94244f90d4c372508,
Synth,sdl_000216.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000216.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,13780594512541863141,,337.75643236842006,0c7d4653dfa9456c06849a102bf0ca72,
Synth,sdl_000217.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000217.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,12767927884295583331,,338.57919543609023,fb59ff05d34941537b2225f107802eb0,
Synth,sdl_000218.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000218.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,13771375384618918044,,652.6288384860381,3dd63996a06844285058b85a3c19fa01,
Synth,sdl_000219.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000219.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,13071068792012904856,,276.25324092805386,445ac5df5cca795f92e41c2d112899de,
Synth,sdl_000220.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000220.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,9615803599423414163,,1511.8181611560285,ba43005e2be7900f4877ccab55141dd6,
Synth,sdl_000221.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000221.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,12478019015122229125,,1589.8696940680966,5a07f7cba06cd05e58cc360df3c68a53,
Synth,sdl_000222.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000222.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,12338614943602467546,,416.7008681511506,a26f6910d4aa447c4d7700c83ec4d6e9,
Synth,sdl_000223.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000223.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,16963582779649449877,,1824.084776878357,612bdd6c70d19945b07f0e9001d92dc7,
Synth,sdl_000225.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000225.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,16245494097896019128,,876.3868695786223,fe9fa2cc16c0a9dd16174978f95faaf9,
Synth,sdl_000226.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000226.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,12985217871701201020,,483.22632740437984,71c9919b5fdab9cce380c839b49ab61d,
Synth,sdl_000227.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000227.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,16738621104399334083,,447.65700086113065,a94d91e8cf9c79d306305fc3a951c4ba,
Synth,sdl_000228.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000228.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,11833069246691024760,,331.3024871936068,82cc1fa2fbda062223a99d6699f36b3f,
Synth,sdl_000229.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000229.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,12617640992022029134,,523.959201685153,c1f9bbe579cb06774cb695e1cf735f21,
Synth,sdl_000230.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000230.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,10898456975304874720,,268.62538331374526,1337c740404b127195fb4106eb339f23,
Synth,sdl_000231.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000231.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,13052506270558992231,,300.97312611248344,798f782df40fc402535c0c0efffa7def,
Synth,sdl_000232.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000232.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,16163020150697056987,,659.2741388939321,d0cf4478b2877e00edeb89d22e53d154,
Synth,sdl_000233.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000233.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,13182528825000232082,,491.61493867635727,ba12445fb2bbdd68ad2ce5490cce2ba2,
Synth,sdl_000234.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000234.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,12541263813107947760,,571.5964917903766,e363edde6aa3452afcf9235c875cdeb8,
Synth,sdl_000235.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000235.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,17022640951322946855,,408.71556673850864,86982ad373461668dd81f45a2d9d1398,
Synth,sdl_000236.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000236.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,13179152412104006364,,439.764009937644,de161ffa6766f13e110c0b53d5164a36,
Synth,sdl_000237.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000237.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,16442245120163267367,,337.35211671795696,c5ed6c7de11e7e2e8e32295bc7279562,
Synth,sdl_000238.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000238.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,10621322289484298097,,1113.2563720187172,a5e0d9677ff29f621d48afe2e280ef0f,
Synth,sdl_000239.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000239.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,13125391298004466020,,301.6290870150551,14aeb1e269ff2783563a8e87bf6ecb28,
Synth,sdl_000240.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000240.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,13418077001153202379,,12567.564735352991,7bcee1e46c0585d1d4607c00eeaba7c5,
Synth,sdl_000241.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000241.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,13058416785941808519,,547.3782225698233,bfcfcda6081b6cede8b38102774d3e17,
Synth,sdl_000242.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000242.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,16172872416020434635,,266.59649426396936,9b031e37e9f57f9fd482d371672dbe63,
Synth,sdl_000243.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000243.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,12498263114513355726,,1143.4165791869164,f5d69580a561b44600bb43c468f62515,
Synth,sdl_000244.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000244.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,13775601705431536444,,692.4609505450353,953acbafc02e4bb43c57a1637b81cd19,
Synth,sdl_000246.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000246.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,11619171454394133732,,674.3410666352138,253f23190183af71b60c8e3e3b924ec2,
Synth,sdl_000247.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000247.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,12942435904520024733,,535.0298721753061,14465ab8ae992b6dea46c0d2d20fc256,
Synth,sdl_000249.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000249.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,17254293528601094252,,646.6043350659311,576ecbbab15c2700e6651a4845bc4c90,
Synth,sdl_000250.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000250.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,12926387132264247907,,345.31723514106125,28582cd20d5db7fc7a79c4df5ebad65b,
Synth,sdl_000251.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000251.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,17324371079558020392,,293.6672512134537,143a32d6b5ec9553755633a81e1136fe,
Synth,sdl_000252.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000252.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,12999291303750089879,,800.2272538505495,b75491e63496e01e06c2771fc38b131b,
Synth,sdl_000253.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000253.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,12987187000666516635,,307.24132580216974,b093b78a5fddabd74856f381ce6f86eb,
Synth,sdl_000254.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000254.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,16326975213192708423,,661.0496129393578,acc1e83b753cee8520dc10b15fe468a4,
Synth,sdl_000255.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000255.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,16600441521613022584,,339.63546508550644,58b79569e8b4fce569b79fdd95db5426,
Synth,sdl_000256.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000256.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,12955660735861119027,,756.6355493208393,84318517bc40ac84a151c93606407929,
Synth,sdl_000257.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000257.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,16878226714089326227,,605.1814229339361,b7f9df841c6c1f033943feb2b2d1ee20,
Synth,sdl_000258.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000258.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,13483711727245480922,,317.5223304918036,c9a3cbc839cb50d153cc890af60ed8ab,
Synth,sdl_000259.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000259.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,17891255018031788059,,338.53980479296297,d5f272df0dcc8d98718d1974c905560a,
Synth,sdl_000261.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000261.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,16389602710867880306,,347.2139536701143,077e9e43f21b3b2724b0cb9e06ed164d,
Synth,sdl_000262.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000262.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,17237181109777920078,,531.4663733839989,e09c928da59d253af3128e0eef0336cc,
Synth,sdl_000264.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000264.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,13779837147116211767,,382.6285352110863,65e24ee92f677ed3f53719418e584c35,
Synth,sdl_000265.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000265.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,11902951108683258307,,873.2194108134136,d27ef64100951baa73f7bece64a05440,
Synth,sdl_000266.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000266.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,16298975168357262629,,272.4087749263272,f42a9ea6203c2e35bf7b4b707937d872,
Synth,sdl_000267.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000267.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,17665870383600769589,,295.0792546123266,bedf678c017020c1418ff5744c378ed7,
Synth,sdl_000268.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000268.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,17900831685299876396,,348.5344236455858,f178bf1435a2d45203b2128efa0eaf96,
Synth,sdl_000269.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000269.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,12049891809775439211,,245.2385783046484,70dfec3ae0a3b75fe53918c29c9b7741,
Synth,sdl_000270.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000270.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,10172814449656140542,,846.3911914229393,09d990a0c1e4c737b2f046969cd1a8c7,
Synth,sdl_000271.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000271.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,17933757882296093296,,505.6417696466669,3a2981b02fec0c6a197ab58a77349cdb,
Synth,sdl_000272.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000272.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,13635440293628823004,,729.010764837265,06f577baa18673d4f11631d1633be811,
Synth,sdl_000273.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000273.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,13706583283910485405,,335.2323607644066,c7e14a468a1e1da9b11075db5655f9af,
Synth,sdl_000274.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000274.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,17584541356316374669,,278.6383564462885,fc7a217a5a88098fa75cdf42005a1bfd,
Synth,sdl_000275.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000275.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,13791078378382449352,,236.6374680995941,59bffd9bba09ee7f9db773aaa67be360,
Synth,sdl_000276.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000276.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,14068010352326760654,,891.2938481532037,5f0053d28b73d548aa2061ff9157b3e9,
Synth,sdl_000277.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000277.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,14534581066827914118,,972.8195173703134,577114fd557afc927118a5b6648bcc89,
Synth,sdl_000278.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000278.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,12554299313760768730,,674.0754861235619,6b5ecb1d7f9b21cf7947c2b0b42fb131,
Synth,sdl_000279.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000279.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,10668698450972200896,,805.7603858076036,7bd18b881747dc809fa6648c53b5072d,
Synth,sdl_000280.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000280.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,9888715029347062389,,820.110242690891,d2a7b5cf680f849788e9cf7d6e88adb7,
Synth,sdl_000282.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000282.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,12911487782952718052,,1194.170159629546,35b95871fff678b8ba5cba63b0ad30b4,
Synth,sdl_000283.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000283.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,16510996372666404139,,288.9676959281787,32db649c0ea4868cfbfa60b0bfb61701,
Synth,sdl_000284.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000284.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,13201951877441547559,,522.5383084258065,9fa548c859249e6cc063949676ddb154,
Synth,sdl_000285.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000285.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,9596850780425144230,,534.1621517529711,f42881879d56866ab22699c3b0a85769,
Synth,sdl_000286.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000286.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,17189819565038639671,,259.6124721132219,9ea9351aadc1b5ffc4f5e56a6106d909,
Synth,sdl_000287.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000287.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,13056289161296016971,,919.3177661262451,3f64e903bb42a19911c3ba298be2ad3f,
Synth,sdl_000288.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000288.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,12912613769109596268,,374.1932312101126,7a339835789fdad9355c000a9dd8ddc4,
Synth,sdl_000289.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000289.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,16963236699131109978,,253.00573458895087,536b165d32797860bea11bb062e08c54,
