dataset,image_name,path,width,height,original_label,binary,superclass,subclass,acquisition_type,anatom_site,split,channels,is_rgb,is_corrupt,age,sex,fitzpatrick,diagnosis_method,clinical_diagnosis,dermoscopic_diagnosis,histological_diagnosis,asymmetry,color_white,color_red,color_light_brown,color_dark_brown,color_blue_gray,color_black,phash,license,blur,md5
Synth,sdl_000164.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000164.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000165.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000165.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000166.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000166.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000167.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000167.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000168.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000168.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000169.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000169.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000170.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000170.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000171.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000171.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000172.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000172.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000173.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000173.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000174.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000174.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000175.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000175.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000176.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000176.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000177.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000177.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000178.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000178.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000179.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000179.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000180.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000180.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000181.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000181.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000182.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000182.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000183.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000183.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000184.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000184.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000185.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000185.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000186.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000186.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000187.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000187.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000188.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000188.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000189.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000189.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000190.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000190.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000191.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000191.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000192.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000192.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000193.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000193.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000194.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000194.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000195.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000195.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000196.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000196.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000197.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000197.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000198.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000198.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000199.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000199.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000200.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000200.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000201.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000201.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000202.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000202.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000203.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000203.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000204.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000204.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000205.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000205.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000206.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000206.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000207.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000207.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000208.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000208.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000209.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000209.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000210.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000210.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000211.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000211.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000212.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000212.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000213.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000213.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000214.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000214.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000215.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000215.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000216.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000216.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000217.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000217.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000218.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000218.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000219.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000219.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000220.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000220.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000221.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000221.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000222.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000222.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000223.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000223.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000224.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000224.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000225.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000225.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000226.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000226.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000227.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000227.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000228.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000228.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000229.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000229.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000230.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000230.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000231.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000231.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000232.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000232.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000233.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000233.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000234.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000234.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000235.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000235.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000236.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000236.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000237.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000237.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000238.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000238.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000239.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000239.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000240.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000240.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000241.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000241.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000242.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000242.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000243.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000243.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000244.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000244.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000245.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000245.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000246.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000246.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000247.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000247.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000248.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000248.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000249.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000249.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000250.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000250.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000251.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000251.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000252.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000252.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000253.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000253.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000254.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000254.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000255.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000255.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000256.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000256.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000257.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000257.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000258.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000258.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000259.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000259.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000260.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000260.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000261.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000261.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000262.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000262.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000263.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000263.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000264.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000264.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000265.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000265.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000266.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000266.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000267.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000267.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000268.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000268.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000269.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000269.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000270.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000270.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000271.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000271.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000272.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000272.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000273.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000273.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000274.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000274.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000275.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000275.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000276.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000276.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000277.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000277.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000278.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000278.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000279.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000279.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000280.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000280.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000281.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000281.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000282.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000282.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000283.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000283.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000284.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000284.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000285.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000285.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000286.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000286.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000287.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000287.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000288.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000288.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000289.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000289.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000290.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000290.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000291.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000291.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000292.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000292.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000293.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000293.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000294.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000294.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000295.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000295.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000296.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000296.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000297.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000297.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000298.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000298.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000299.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000299.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000300.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000300.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000301.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000301.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000302.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000302.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000303.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000303.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000304.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000304.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000305.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000305.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000306.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000306.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
Synth,sdl_000307.png,/home/marsi/TFM/data/gen/SD_E2_HOPE/v1_8000/sdl_000307.png,284,284,,1,melanoma,,,,train,3,1,0,,,,,,,,,,,,,,,,,,
